day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Region,WsiqrO,RainextO,RainiqrO,FFMCiqrO,DMCiqrO,DCiqrO,ISIiqrO,BUIiqrO,FWIiqrO,Classes_notfire,FFMCiqrO_log,FFMCiqrO_reciprocal,FFMCiqrO_square,FFMCiqrO_exponential,FFMCiqrO_Boxcox,ISIiqrO_square,ISIiqrO_exponential,FWIiqrO_square,FWIiqrO_exponential,DMC_log,DMC_reciprocal,DMC_square,DMC_exponential,DMC_Boxcox,BUIiqrO_log,BUIiqrO_reciprocal,BUIiqrO_square,BUIiqrO_exponential,BUIiqrO_Boxcox,DCiqrO_log,DCiqrO_reciprocal,DCiqrO_square,DCiqrO_exponential,DCiqrO_Boxcox,Ws_log,Ws_reciprocal,Ws_square,Ws_exponential,Ws_Boxcox
3,6,2012,26,82,22,13.1,47.1,2.5,7.1,0.3,2.7,0.1,0.0,21.5,1.9,1.1875,49.46250000000003,2.5,7.1,0.3,2.7,0.1,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.5477225575051661,0.3666635274972341,0.31622776601683794,0.14677992676220694,0.9162907318741551,0.4,1.5811388300841898,2.145935547331393,1.0040097855762256,0.9932517730102834,0.37037037037037035,1.6431676725154984,2.2880726161504312,1.1053925228592707,1.9600947840472698,0.14084507042253522,2.6645825188948455,5.121320520919734,2.065837949168626,3.091042453358316,0.045454545454545456,4.69041575982343,13.142729436151123,4.461816363054657
30,7,2012,31,79,15,0.0,85.4,28.5,136.0,4.7,37.4,10.7,0.0,15.0,0.0,0.0,85.4,28.5,136.0,4.7,37.4,10.7,0,4.447346100794524,0.011709601873536299,9.241212041718338,40.69567211941302,27878326.69748237,2.16794833886788,3.63146237010507,3.271085446759225,7.208083595869123,3.349904087274605,0.03508771929824561,5.338539126015656,16.306874043854595,4.740941423004269,3.6216707044204863,0.026737967914438502,6.115553940568262,20.451555033389567,5.444692220292119,4.912654885736052,0.007352941176470588,11.661903789690601,59.97207705291791,5.613705487529817,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
21,8,2012,36,71,15,0.0,86.0,36.9,117.1,5.1,41.3,12.2,1.0,15.0,0.0,0.0,86.0,36.9,117.1,5.1,41.3,12.2,0,4.454347296253507,0.011627906976744186,9.273618495495704,40.93379805891292,28705465.819361884,2.258317958127243,3.8872441031218097,3.492849839314596,8.040811088707322,3.6082115510464816,0.02710027100271003,6.074537019394976,20.223452771060764,5.252899209020131,3.720862499966987,0.02421307506053269,6.4265076052238514,22.213911793436164,5.66046809549644,4.763028270603671,0.008539709649871904,10.821275340735028,52.94164268508036,5.420204295132802,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
14,9,2012,28,81,15,0.0,84.6,12.6,41.5,4.3,14.3,5.7,1.0,15.0,0.0,0.0,84.6,12.6,41.5,4.3,14.3,5.7,0,4.437934266612178,0.011820330969267141,9.197825830053535,40.3777364666604,26803819.917795822,2.073644135332772,3.3720218465056497,2.3874672772626644,4.264770967504122,2.533696813957432,0.07936507936507936,3.5496478698597698,8.259912643513953,3.2839919641651774,2.6602595372658615,0.06993006993006992,3.7815340802378077,9.178675817071985,3.572182248065179,3.7256934272366524,0.024096385542168676,6.442049363362563,22.30352020416902,4.120190103648625,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
14,7,2012,34,61,13,0.6,73.9,7.8,22.9,1.4,8.4,0.8,0.0,13.0,0.6,0.6,73.9,7.8,22.9,1.4,8.4,0.8,1,4.302712827954156,0.013531799729364004,8.596510920134982,36.07478061543176,15238734.41197731,1.1832159566199232,1.3236506067649696,0.8944271909999159,0.8303126524449708,2.0541237336955462,0.12820512820512822,2.792848008753788,5.538755176230484,2.5308525805169344,2.128231705849268,0.11904761904761904,2.898275349237888,5.891593012023373,2.688533532289381,3.131136910560194,0.04366812227074236,4.78539444560216,13.58927337078469,3.4067614237784745,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
9,8,2012,39,43,12,0.0,91.7,16.5,30.9,9.6,16.4,12.7,1.0,12.0,0.0,0.0,91.7,16.5,30.9,9.6,16.4,12.7,0,4.51852237926242,0.010905125408942203,9.57601169589929,43.18249980424137,37528168.07793144,3.0983866769659336,6.585054305838168,3.5637059362410923,8.314505676100088,2.803360380906535,0.06060606060606061,4.06201920231798,10.341176569455936,3.7397335747224196,2.797281334830153,0.06097560975609757,4.049691346263317,10.288921964727956,3.816342707167812,3.4307561839036995,0.03236245954692557,5.558776843874918,17.443437206432122,3.7634667657560197,2.4849066497880004,0.08333333333333333,3.4641016151377544,7.930812913000377,3.3273392694103783
11,6,2012,31,65,14,0.0,84.5,12.5,54.3,4.0,15.8,5.6,0.0,14.0,0.0,0.0,84.5,12.5,54.3,4.0,15.8,5.6,0,4.436751534363128,0.011834319526627219,9.192388155425117,40.33795936302119,26671755.364821136,2.0,3.174802103936399,2.3664319132398464,4.202328731234117,2.5257286443082556,0.08,3.5355339059327378,8.205247349318384,3.270889537927044,2.760009940032921,0.06329113924050632,3.9749213828703582,9.974265074908542,3.7492257106750375,3.9945242269398897,0.01841620626151013,7.368853370776216,27.904003945347,4.4502456300339,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
17,6,2012,31,69,17,4.7,62.2,3.9,8.0,1.1,3.8,0.4,1.0,17.0,1.9,1.1875,62.2,3.9,8.0,1.1,3.8,0.4,1,4.130354999745133,0.01607717041800643,7.886697661252142,31.24822266320727,7419040.647024366,1.0488088481701516,1.0826645188807436,0.6324555320336759,0.4659972203002852,1.3609765531356006,0.25641025641025644,1.9748417658131499,3.108521240097905,1.5604402868460678,1.33500106673234,0.2631578947368421,1.9493588689617927,3.041956484825261,1.54274006639511,2.0794415416798357,0.125,2.8284271247461903,5.656854249492381,2.198710230945751,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
2,7,2012,33,48,16,0.0,87.6,7.9,17.8,6.8,7.8,6.4,1.0,16.0,0.0,0.0,87.6,7.9,17.8,6.8,7.8,6.4,0,4.472780997942346,0.011415525114155252,9.359487165438072,41.56745370849956,31002545.18997857,2.6076809620810595,4.940346696187564,2.5298221281347035,4.696957656390623,2.066862759472976,0.12658227848101264,2.8106938645110393,5.597867003181242,2.549954029865581,2.0541237336955462,0.12820512820512822,2.792848008753788,5.538755176230484,2.5731556601186836,2.8791984572980396,0.056179775280898875,4.219004621945797,11.015815883661926,3.1111868460209484,2.772588722239781,0.0625,4.0,10.079368399158986,3.846558412128926
21,9,2012,31,55,11,0.0,87.8,16.5,57.9,5.4,19.2,8.3,0.0,11.0,0.0,0.0,87.8,16.5,57.9,5.4,19.2,8.3,0,4.475061500641071,0.011389521640091117,9.370165420097983,41.64652439371605,31299214.667285345,2.32379000772445,4.076881921480863,2.8809720581775866,5.833086413991668,2.803360380906535,0.06060606060606061,4.06201920231798,10.341176569455936,3.7397335747224196,2.954910279033736,0.052083333333333336,4.381780460041329,11.733232879911492,4.106124417364826,4.05871738457895,0.017271157167530225,7.60920495189872,29.437356209128804,4.529758402426304,2.3978952727983707,0.09090909090909091,3.3166247903554,7.37610750163904,3.1767913394953187
26,7,2012,35,58,10,0.2,78.3,10.8,19.7,1.6,10.7,1.0,1.0,10.0,0.2,0.2,78.3,10.8,19.7,1.6,10.7,1.0,1,4.360547602996758,0.01277139208173691,8.848728722251575,37.856006865867194,19401817.121352512,1.2649110640673518,1.4794489554378591,1.0,1.0,2.379546134130174,0.09259259259259259,3.286335345030997,7.26417775571365,3.0341217667895353,2.3702437414678603,0.09345794392523366,3.271085446759225,7.208083595869123,3.0781783469312933,2.9806186357439426,0.050761421319796954,4.43846820423443,11.98731327109272,3.2296974022606597,2.302585092994046,0.1,3.1622776601683795,6.812920690579613,3.015225635490083
7,9,2012,31,71,17,0.3,69.6,3.2,30.1,1.5,5.1,0.6,0.0,17.0,0.3,0.3,69.6,3.2,30.1,1.5,5.1,0.6,1,4.242764567340374,0.014367816091954025,8.342661445845684,34.316872383504574,11863756.278640166,1.224744871391589,1.4019828977761006,0.7745966692414834,0.6533201332722017,1.1631508098056809,0.3125,1.7888543819998317,2.6360783559073053,1.3068875601299663,1.62924053973028,0.19607843137254904,2.258317958127243,3.8872441031218097,1.945485312297014,3.40452517175483,0.03322259136212624,5.486346689738081,17.066275271361057,3.7320106045677384,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
1,7,2012,28,58,18,2.2,63.7,3.2,8.5,1.2,3.3,0.5,1.0,18.0,1.9,1.1875,63.7,3.2,8.5,1.2,3.3,0.5,1,4.154184562578117,0.015698587127158554,7.981227975693966,31.87495108263873,8195337.478542662,1.0954451150103321,1.1640841385349605,0.7071067811865476,0.5612310241546865,1.1631508098056809,0.3125,1.7888543819998317,2.6360783559073053,1.3068875601299663,1.1939224684724346,0.30303030303030304,1.816590212458495,2.7045495957497807,1.3583548902879659,2.1400661634962708,0.11764705882352941,2.9154759474226504,5.949983637657487,2.2665289281558993,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,4.069006561267684
2,9,2012,22,86,15,10.1,30.5,0.7,7.0,0.0,1.1,0.0,0.0,15.0,1.9,1.1875,49.46250000000003,0.7,7.0,0.0,1.1,0.0,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.0,0.0,0.0,0.0,-0.35667494393873245,1.4285714285714286,0.8366600265340756,0.7428737856576761,-0.3444567376389256,0.09531017980432493,0.9090909090909091,1.0488088481701516,1.0826645188807436,0.09627817339315149,1.9459101490553132,0.14285714285714285,2.6457513110645907,5.061140184796387,2.050101742943489,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
28,6,2012,37,37,13,0.0,92.5,27.2,52.4,11.7,27.1,18.4,1.0,13.0,0.0,0.0,92.5,27.2,52.4,11.7,27.1,18.4,0,4.52720864451838,0.010810810810810811,9.617692030835672,43.49621272155163,38914497.803710245,3.420526275297414,7.765240032043991,4.2895221179054435,11.324390910428306,3.3032169733019514,0.03676470588235294,5.215361924162119,15.684623085231516,4.651151316057284,3.299533727885655,0.03690036900369004,5.205766033928148,15.63655496235383,4.774381171293548,3.9589065913269965,0.019083969465648856,7.238784428341543,27.08794584342344,4.406244775213866,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
20,9,2012,34,58,13,0.2,79.5,18.7,88.0,2.1,24.4,3.8,1.0,13.0,0.2,0.2,79.5,18.7,88.0,2.1,24.4,3.8,1,4.375757021660286,0.012578616352201259,8.916277250063503,38.33886695853367,20674135.31872359,1.449137674618944,1.8557355133154463,1.9493588689617927,3.041956484825261,2.928523523860541,0.053475935828877004,4.324349662087931,11.478047176945159,3.9596150306063422,3.1945831322991562,0.04098360655737705,4.9396356140913875,14.32709658347596,4.5656855814034,4.477336814478207,0.011363636363636364,9.38083151964686,41.72556506535943,5.054987473694414,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
22,9,2012,31,50,19,0.6,77.8,10.6,41.4,2.4,12.9,2.8,0.0,19.0,0.6,0.6,77.8,10.6,41.4,2.4,12.9,2.8,1,4.354141431184346,0.012853470437017995,8.820430828479978,37.654451939240545,18889640.413731188,1.5491933384829668,2.074162133656595,1.6733200530681511,2.3584772576651876,2.3608540011180215,0.09433962264150944,3.255764119219941,7.151901992480022,3.0043343645485256,2.5572273113676265,0.07751937984496124,3.591656999213594,8.42347759881733,3.3931969275803255,3.7232808808312687,0.024154589371980676,6.434283176858165,22.258725017371827,4.117249412852783,2.9444389791664403,0.05263157894736842,4.358898943540674,11.631293127556278,4.173106328070799
1,6,2012,29,57,18,0.0,65.7,3.4,7.6,1.3,3.4,0.5,0.0,18.0,0.0,0.0,65.7,3.4,7.6,1.3,3.4,0.5,1,4.185098925490565,0.015220700152207,8.105553651663778,32.706781375251715,9324712.733604454,1.140175425099138,1.2443793443943703,0.7071067811865476,0.5612310241546865,1.2237754316221157,0.29411764705882354,1.8439088914585775,2.7726758359805683,1.3835446689495379,1.2237754316221157,0.29411764705882354,1.8439088914585775,2.7726758359805683,1.396913743691965,2.028148247292285,0.13157894736842105,2.756809750418044,5.420150265939036,2.1415005903796978,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,4.069006561267684
3,9,2012,25,78,15,3.8,42.6,1.2,7.5,0.1,1.7,0.0,0.0,15.0,1.9,1.1875,49.46250000000003,1.2,7.5,0.1,1.7,0.0,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.31622776601683794,0.14677992676220694,0.0,0.0,0.1823215567939546,0.8333333333333334,1.0954451150103321,1.1640841385349605,0.185628562661779,0.5306282510621704,0.5882352941176471,1.3038404810405297,1.556111699076326,0.5615784230695307,2.0149030205422647,0.13333333333333333,2.7386127875258306,5.360653291788068,2.1267529338290134,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
4,9,2012,29,73,17,0.1,68.4,1.9,15.7,1.4,2.9,0.5,0.0,17.0,0.1,0.1,68.4,1.9,15.7,1.4,2.9,0.5,1,4.225372824628505,0.014619883040935672,8.270429251254134,33.8231006600708,11032634.755586075,1.1832159566199232,1.3236506067649696,0.7071067811865476,0.5612310241546865,0.6418538861723947,0.5263157894736842,1.378404875209022,1.7072403534124714,0.6841098083830675,1.0647107369924282,0.3448275862068966,1.70293863659264,2.4284639727169712,1.194243171262305,2.7536607123542622,0.06369426751592357,3.96232255123179,9.921630376828077,2.9653766838106206,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
9,8,2012,35,59,17,0.0,87.4,14.8,57.0,6.9,17.9,9.9,0.0,17.0,0.0,0.0,87.4,14.8,57.0,6.9,17.9,9.9,0,4.470495282661489,0.011441647597254004,9.348796714016196,41.48835292974981,30708019.21882108,2.6267851073127395,5.0008163861509365,3.146426544510455,6.7560988545483225,2.6946271807700692,0.06756756756756756,3.847076812334269,9.445350885323137,3.553058513330268,2.884800712846709,0.0558659217877095,4.230839160261236,11.067363963716469,3.976041824761331,4.04305126783455,0.017543859649122806,7.54983443527075,29.055546365092063,4.510328554499242,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
20,7,2012,33,65,15,0.1,81.4,12.3,62.1,2.8,16.5,4.0,0.0,15.0,0.1,0.1,81.4,12.3,62.1,2.8,16.5,4.0,0,4.399375273008495,0.012285012285012284,9.02219485491197,39.10092253038249,22817244.440687522,1.6733200530681511,2.3584772576651876,2.0,3.174802103936399,2.509599262378372,0.08130081300813008,3.5071355833500366,8.09569726467447,3.2444299997006363,2.803360380906535,0.06060606060606061,4.06201920231798,10.341176569455936,3.8273399527975944,4.128745988939433,0.01610305958132045,7.880355321938218,31.206351800656343,4.6168092117818675,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
19,7,2012,35,59,17,0.0,88.1,12.0,52.8,7.7,18.2,10.9,0.0,17.0,0.0,0.0,88.1,12.0,52.8,7.7,18.2,10.9,0,4.478472532942134,0.011350737797956869,9.386160024205852,41.76507417097104,31748261.29259867,2.7748873851023217,5.479516903160578,3.3015148038438356,7.320185415918384,2.4849066497880004,0.08333333333333333,3.4641016151377544,7.930812913000377,3.204085059065583,2.9014215940827497,0.054945054945054944,4.266145801540309,11.22172159768039,4.006706151812997,3.966511190712216,0.01893939393939394,7.26636084983398,27.260151729358547,4.41563225441723,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
25,8,2012,35,60,15,0.0,88.9,43.9,181.3,8.2,54.7,20.3,0.0,15.0,0.0,0.0,88.9,43.474999999999994,145.07500000000002,8.2,46.925,20.3,0,4.487512142519859,0.01124859392575928,9.428679653058534,42.08087879402781,32969689.951066595,2.8635642126552705,5.77446221171192,4.505552130427524,12.29079659964814,3.7819143200811256,0.022779043280182234,6.6257075093909785,23.37332153796839,5.6120868827827115,3.8485505824725723,0.021310602024507193,6.850182479321262,24.70796065402771,5.944987494464175,4.977250850076672,0.0068929863863518865,12.044708381691938,63.288841989878506,5.697719502108103,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
28,9,2012,27,87,29,0.5,45.9,3.5,7.9,0.4,3.4,0.2,1.0,21.5,0.5,0.5,49.46250000000003,3.5,7.9,0.4,3.4,0.2,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.6324555320336759,0.4659972203002852,0.4472135954999579,0.2615320972023661,1.252762968495368,0.2857142857142857,1.8708286933869707,2.8404688893037155,1.420522239785071,1.2237754316221157,0.29411764705882354,1.8439088914585775,2.7726758359805683,1.396913743691965,2.066862759472976,0.12658227848101264,2.8106938645110393,5.597867003181242,2.1846661304706383,3.367295829986474,0.034482758620689655,5.385164807134504,16.54493244605062,5.032367125542807
20,6,2012,31,72,14,0.2,60.2,3.8,8.0,0.8,3.7,0.3,1.0,14.0,0.2,0.2,60.2,3.8,8.0,0.8,3.7,0.3,1,4.097672352314776,0.01661129568106312,7.758865896508329,30.40864552537148,6472499.667492679,0.8944271909999159,0.8303126524449708,0.5477225575051661,0.3666635274972341,1.33500106673234,0.2631578947368421,1.9493588689617927,3.041956484825261,1.526582484358094,1.308332819650179,0.27027027027027023,1.9235384061671346,2.975099101015449,1.5074621479837715,2.0794415416798357,0.125,2.8284271247461903,5.656854249492381,2.198710230945751,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
24,6,2012,32,66,17,0.0,85.9,11.2,55.8,5.6,14.9,7.5,0.0,17.0,0.0,0.0,85.9,11.2,55.8,5.6,14.9,7.5,0,4.45318382899021,0.011641443538998835,9.268225288586807,40.8941296807085,28566329.869264856,2.3664319132398464,4.202328731234117,2.7386127875258306,5.360653291788068,2.4159137783010487,0.08928571428571429,3.3466401061363023,7.487698559721587,3.092391118579124,2.7013612129514133,0.06711409395973154,3.8600518131237567,9.498504300192396,3.644679596212767,4.021773869387265,0.01792114695340502,7.469939758793239,28.54489823934489,4.483965229130717,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
2,9,2012,28,67,19,0.0,75.4,2.9,16.3,2.0,4.0,0.8,1.0,19.0,0.0,0.0,75.4,2.9,16.3,2.0,4.0,0.8,1,4.32280727501391,0.01326259946949602,8.683317338436964,36.68395242632044,16572716.593462685,1.4142135623730951,1.7817974362806785,0.8944271909999159,0.8303126524449708,1.0647107369924282,0.3448275862068966,1.70293863659264,2.4284639727169712,1.1843444612524427,1.3862943611198906,0.25,2.0,3.174802103936399,1.6111555406381683,2.791165107812717,0.06134969325153374,4.03732584763727,10.236614228376997,3.008835596140492,2.9444389791664403,0.05263157894736842,4.358898943540674,11.631293127556278,4.173106328070799
22,6,2012,33,46,14,1.1,78.3,8.1,8.3,1.9,7.7,1.2,1.0,14.0,1.1,1.1,78.3,8.1,8.3,1.9,7.7,1.2,1,4.360547602996758,0.01277139208173691,8.848728722251575,37.856006865867194,19401817.121352512,1.378404875209022,1.7072403534124714,1.0954451150103321,1.1640841385349605,2.0918640616783932,0.1234567901234568,2.8460498941515415,5.715718730168739,2.587581432382465,2.0412203288596382,0.12987012987012986,2.7748873851023217,5.479516903160578,2.5532508568297647,2.1162555148025524,0.12048192771084336,2.8809720581775866,5.833086413991668,2.239866704696003,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
18,8,2012,36,54,18,0.0,89.4,20.0,110.9,9.7,27.5,16.1,0.0,18.0,0.0,0.0,89.4,20.0,110.9,9.7,27.5,16.1,0,4.493120682179469,0.011185682326621923,9.45515732285825,42.27801602150747,33751022.39786185,3.1144823004794873,6.6421668157248055,4.012480529547776,10.131837833766843,2.995732273553991,0.05,4.47213595499958,12.139244620058346,4.079936397032071,3.3141860046725258,0.03636363636363636,5.244044240850758,15.828651288704965,4.803888003443071,4.7086288943563215,0.009017132551848512,10.530906893520616,50.59523550923724,5.350234126908926,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,4.069006561267684
9,9,2012,30,77,15,1.0,56.1,2.1,8.4,0.7,2.6,0.2,0.0,15.0,1.0,1.0,56.1,2.1,8.4,0.7,2.6,0.2,1,4.027135812528651,0.017825311942959002,7.489993324429602,28.672730389738906,4821050.144196887,0.8366600265340756,0.7428737856576761,0.4472135954999579,0.2615320972023661,0.7419373447293773,0.47619047619047616,1.449137674618944,1.8557355133154463,0.7987785544513636,0.9555114450274363,0.3846153846153846,1.61245154965971,2.2172319256025204,1.059006521849568,2.128231705849268,0.11904761904761904,2.898275349237888,5.891593012023373,2.2532729524382997,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
10,6,2012,30,41,15,0.0,89.4,13.3,22.5,8.4,13.1,10.0,1.0,15.0,0.0,0.0,89.4,13.3,22.5,8.4,13.1,10.0,0,4.493120682179469,0.011185682326621923,9.45515732285825,42.27801602150747,33751022.39786185,2.898275349237888,5.891593012023373,3.1622776601683795,6.812920690579613,2.5877640352277083,0.07518796992481203,3.646916505762094,8.640582757761845,3.373441392414081,2.5726122302071057,0.07633587786259542,3.6193922141707713,8.532168291635381,3.419675964303184,3.1135153092103742,0.044444444444444446,4.743416490252569,13.391177451948192,3.3859587493317274,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
25,9,2012,28,70,15,0.0,79.9,13.8,36.1,2.4,14.1,3.0,1.0,15.0,0.0,0.0,79.9,13.8,36.1,2.4,14.1,3.0,1,4.380775852772229,0.012515644555694618,8.938679992034618,38.499549655934004,21112024.677854113,1.5491933384829668,2.074162133656595,1.7320508075688772,2.498049532966813,2.624668592163159,0.07246376811594203,3.714835124201342,8.910441816154147,3.435044996332713,2.6461747973841225,0.07092198581560284,3.7549966711037173,9.071572877627526,3.5474835862513316,3.586292865338835,0.027700831024930747,6.008327554319921,19.85741298973323,3.950889646058238,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
29,9,2012,24,54,18,0.1,79.7,4.3,15.2,1.7,5.1,0.7,1.0,18.0,0.1,0.1,79.7,4.3,15.2,1.7,5.1,0.7,1,4.378269585796169,0.012547051442910916,8.927485648266257,38.41922510803661,20892207.48230695,1.3038404810405297,1.556111699076326,0.8366600265340756,0.7428737856576761,1.4586150226995167,0.23255813953488372,2.073644135332772,3.3720218465056497,1.6892650847753574,1.62924053973028,0.19607843137254904,2.258317958127243,3.8872441031218097,1.945485312297014,2.7212954278522306,0.06578947368421052,3.8987177379235853,9.657609848106212,2.9279423869144283,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,4.069006561267684
7,6,2012,33,54,13,0.0,88.2,9.9,30.5,6.4,10.9,7.2,0.0,13.0,0.0,0.0,88.2,9.9,30.5,6.4,10.9,7.2,0,4.4796069630127455,0.011337868480725623,9.391485505499118,41.804575802996226,31899026.824956875,2.5298221281347035,4.696957656390623,2.6832815729997477,5.181359749278306,2.2925347571405443,0.10101010101010101,3.146426544510455,6.7560988545483225,2.8963886970079304,2.388762789235098,0.09174311926605504,3.3015148038438356,7.320185415918384,3.108824740901639,3.417726683613366,0.03278688524590164,5.522680508593631,17.25506234463348,3.747836341218773,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
8,8,2012,32,60,18,0.3,77.1,11.3,47.0,2.2,14.1,2.6,0.0,18.0,0.3,0.3,77.1,11.3,47.0,2.2,14.1,2.6,1,4.345103280569283,0.01297016861219196,8.780660567406077,37.37191178513105,18189946.41164425,1.4832396974191326,1.9290888640937633,1.61245154965971,2.2172319256025204,2.424802725718295,0.08849557522123894,3.361547262794322,7.543369293403622,3.106696733966827,2.6461747973841225,0.07092198581560284,3.7549966711037173,9.071572877627526,3.5474835862513316,3.8501476017100584,0.02127659574468085,6.855654600401044,24.74086511835011,4.272401861536914,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,4.069006561267684
24,8,2012,34,64,14,0.0,88.9,40.5,171.3,9.0,50.9,20.9,0.0,14.0,0.0,0.0,88.9,40.5,145.07500000000002,9.0,46.925,20.9,0,4.487512142519859,0.01124859392575928,9.428679653058534,42.08087879402781,32969689.951066595,3.0,6.240251469155713,4.571651780264984,12.592788377906615,3.7013019741124933,0.024691358024691357,6.363961030678928,21.854750492617654,5.4438683542855255,3.8485505824725723,0.021310602024507193,6.850182479321262,24.70796065402771,5.944987494464175,4.977250850076672,0.0068929863863518865,12.044708381691938,63.288841989878506,5.697719502108103,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
30,9,2012,25,78,14,1.4,45.0,1.9,7.5,0.2,2.4,0.1,0.0,14.0,1.4,1.1875,49.46250000000003,1.9,7.5,0.2,2.4,0.1,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.4472135954999579,0.2615320972023661,0.31622776601683794,0.14677992676220694,0.6418538861723947,0.5263157894736842,1.378404875209022,1.7072403534124714,0.6841098083830675,0.8754687373538999,0.4166666666666667,1.5491933384829668,2.074162133656595,0.9618453234354929,2.0149030205422647,0.13333333333333333,2.7386127875258306,5.360653291788068,2.1267529338290134,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
15,9,2012,32,51,13,0.0,88.7,16.0,50.2,6.9,17.8,9.8,1.0,13.0,0.0,0.0,88.7,16.0,50.2,6.9,17.8,9.8,0,4.485259889315534,0.011273957158962795,9.418067742376884,42.00197220444542,32661039.803593747,2.6267851073127395,5.0008163861509365,3.1304951684997055,6.699181276528309,2.772588722239781,0.0625,4.0,10.079368399158986,3.6864987649414545,2.8791984572980396,0.056179775280898875,4.219004621945797,11.015815883661926,3.965730355226745,3.9160150266976834,0.0199203187250996,7.085195833567341,26.136841103536746,4.353368382760822,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
8,8,2012,37,56,11,0.0,87.4,11.2,20.2,5.2,11.0,5.9,1.0,11.0,0.0,0.0,87.4,11.2,20.2,5.2,11.0,5.9,0,4.470495282661489,0.011441647597254004,9.348796714016196,41.48835292974981,30708019.21882108,2.280350850198276,3.9506581606782434,2.4289915602982237,4.3891121333027945,2.4159137783010487,0.08928571428571429,3.3466401061363023,7.487698559721587,3.092391118579124,2.3978952727983707,0.09090909090909091,3.3166247903554,7.37610750163904,3.1239819936890894,3.005682604407159,0.04950495049504951,4.494441010848846,12.24032101765224,3.2590834954192047,2.3978952727983707,0.09090909090909091,3.3166247903554,7.37610750163904,3.1767913394953187
25,8,2012,34,40,18,0.0,92.1,56.3,157.5,14.3,59.5,31.1,1.0,18.0,0.0,0.0,92.1,43.474999999999994,145.07500000000002,14.3,46.925,29.324999999999996,0,4.522874943261261,0.010857763300760045,9.596874491208062,43.3394130334307,38216552.15707801,3.7815340802378077,9.178675817071985,5.415256226624923,16.699303224185567,4.030694535145645,0.017761989342806397,7.503332592921628,28.757888511656702,6.148363702699908,3.8485505824725723,0.021310602024507193,6.850182479321262,24.70796065402771,5.944987494464175,4.977250850076672,0.0068929863863518865,12.044708381691938,63.288841989878506,5.697719502108103,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,4.069006561267684
