day,month,year,Temperature,RH,Region,Classes_notfire,FFMCiqrO_Boxcox,ISIiqrO_square,FWIiqrO_square,DMCiqrO_square,DMCiqrO_Boxcox,BUIiqrO_square,BUIiqrO_Boxcox,DCiqrO_square,DCiqrO_Boxcox,WsiqrO_Boxcox
26,6,2012,31,64,0.0,0,29837196.13112847,2.588435821108957,3.255764119219941,4.219004621945797,4.228518839861659,4.6475800154489,4.329054612695433,8.473488065725943,4.79826221063503,9.108882291053469
15,7,2012,34,45,1.0,0,35519486.17801666,3.3015148038438356,3.7549966711037173,4.242640687119285,4.251622587951574,4.207136793592526,3.9553731175373286,4.909175083453431,3.467166657775754,8.70317959049536
21,8,2012,36,58,0.0,0,32507541.347211458,3.03315017762062,4.2895221179054435,5.440588203494177,5.348867326356253,6.2289646009589745,5.5241070959203915,11.878552100319297,5.661550673576881,9.50753816814175
16,9,2012,33,26,1.0,0,41433917.10250967,3.7682887362833544,4.39317652729776,4.604345773288535,4.597523559098071,4.732863826479693,4.399019009345542,7.694153624668538,4.557324763330431,6.997559063759469
24,7,2012,33,63,1.0,1,14313618.616003515,1.2649110640673518,1.5811388300841898,4.571651780264984,4.566825926327489,4.658325879540846,4.337910749702591,7.523297149521611,4.501599657070092,8.70317959049536
19,9,2012,29,41,1.0,0,25889728.256755672,1.6431676725154984,2.3664319132398464,4.9899899799498595,4.951765437481634,5.375872022286245,4.904568078533042,9.273618495495704,5.025838951109397,5.362747222338226
10,7,2012,33,69,0.0,1,9869876.02576255,1.0488088481701516,0.7071067811865476,2.449489742783178,2.2643182861229554,2.4083189157584592,2.1295667915774725,3.0495901363953815,2.367554459633153,6.997559063759469
12,8,2012,39,21,1.0,0,39800513.88208068,3.9370039370059056,4.33589667773576,4.2895221179054435,4.297259929321049,4.2895221179054435,4.026928375067564,6.442049363362563,4.120190103648625,8.70317959049536
29,7,2012,32,73,0.0,0,29551138.116334308,2.3664319132398464,3.449637662132068,5.167204273105526,5.109982149215104,5.916079783099616,5.302924866030027,11.269427669584644,5.5249700760977705,7.868349514522584
19,6,2012,32,67,1.0,1,8689853.055799015,1.0,0.6324555320336759,2.0976176963403033,1.7958411834213364,2.04939015319192,1.6769253265898008,2.8635642126552705,2.226306639793894,7.437860361314793
28,8,2012,34,64,0.0,0,33751022.39786185,2.701851217221259,4.460941604639093,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,8.289879177082225
4,9,2012,30,66,1.0,1,14897223.001702942,1.224744871391589,0.8366600265340756,2.0248456731316584,1.6941939028237494,2.449489742783178,2.1789282696167773,5.157518783291051,3.584361961058267,7.868349514522584
10,8,2012,35,55,0.0,0,32969689.951066595,2.7202941017470885,3.40587727318528,4.312771730569565,4.319800732802679,4.679743582719036,4.35552694438721,8.18535277187245,4.711583535936899,7.437860361314793
27,8,2012,33,82,0.0,0,27202999.147382617,2.0976176963403033,3.63318042491699,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,10.285590663417816
7,7,2012,35,64,0.0,1,21222590.64382149,1.6733200530681511,1.7888543819998317,3.1144823004794873,3.0661168066142483,3.478505426185217,3.283930124059418,6.356099432828281,4.087466855037652,9.108882291053469
22,6,2012,31,67,0.0,1,20243188.054540224,1.5491933384829668,1.51657508881031,2.6457513110645907,2.511127806197738,3.1144823004794873,2.9177966591057163,6.284902544988268,4.0600596010536165,8.70317959049536
30,8,2012,34,49,1.0,0,33436818.5627781,2.8460498941515415,4.0,4.979959839195493,4.942727794421156,5.974947698515862,5.345045563893268,12.044708381691938,5.697719502108103,7.868349514522584
10,6,2012,28,79,0.0,1,14644933.818537561,1.140175425099138,0.9486832980505138,3.082207001484488,3.0292927449314466,3.5496478698597698,3.352864952874897,6.8044103344816,4.253996018504479,6.546438851805337
12,9,2012,29,88,0.0,1,12892647.924291678,1.0954451150103321,0.7071067811865476,1.61245154965971,1.080273983340572,1.9235384061671346,1.5074621479837715,4.0743097574926725,3.0300000650246086,6.997559063759469
14,8,2012,37,40,1.0,0,37871170.56596719,3.286335345030997,3.96232255123179,4.722287581247038,4.707374214401424,4.722287581247038,4.390382263722618,7.44983221287567,4.47729054093073,6.997559063759469
7,8,2012,32,69,0.0,0,29408893.74597074,2.345207879911715,2.8284271247461903,3.9370039370059056,3.9477483329990495,4.147288270665544,3.9028839249825324,6.971370023173351,4.313516210551825,8.289879177082225
11,8,2012,40,31,1.0,0,41989552.483519986,4.068169121361598,4.6475800154489,4.743416490252569,4.726909200036546,4.732863826479693,4.399019009345542,6.8044103344816,4.253996018504479,7.868349514522584
26,9,2012,31,54,0.0,1,23527879.116102368,1.5811388300841898,1.3038404810405297,2.449489742783178,2.2643182861229554,2.4899799195977463,2.2270092413284788,4.03732584763727,3.008835596140492,6.083295529440576
18,7,2012,31,68,0.0,0,27878326.69748237,2.1447610589527217,2.449489742783178,3.478505426185217,3.4690101758192267,3.7682887362833544,3.5598671960356327,6.565059024867941,4.166350510115271,7.437860361314793
22,7,2012,32,48,1.0,0,37187533.44022721,3.63318042491699,5.039841267341661,6.593557461643903,6.296191249513453,6.6332495807108,5.800614789873839,9.492101980067428,5.084925950893322,9.108882291053469
